key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,downloaded the file,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count,handledBy,distance,stackHeight,foPoint
42F757891215F3BCB64EB7A983D282C0,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,371,1,1,throw_e,yes,1,1; normal: 0,-,no,137,1998,8,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
BBEEA5A8AAB52978D30488B0C60099A5,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,372,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2133,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
37EC5EF3BE3276C4B8CB6D76648B8638,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,374,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3007,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
42CDD102BDBAB0451F98F49012B36ACA,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,375,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2223,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
D9B6762D60989D5FE104A72BA9500BC0,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,376,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2213,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
3EE5D62DFE27CD60A5A4A06753F42E85,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,378,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2424,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
99814C3FB45A6D14346FC93C8928D4BA,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,379,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2898,6,11,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
82CF9BAAEBEED8AA1B68A662F0DB4968,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,416,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4727,42,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
EC440C04D6543CFD88320B9663811019,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,417,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4901,97,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
D8353C26CAF84E9B3C448455315CE5A8,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,418,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4620,81,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
C691117FFC2EE6E58717C16929BE9242,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,423,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5268,88,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
E9C801C34EAE508729B60BD931F9E7C9,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,427,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4862,92,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
FB45FC5DAA287990F3C30BF0308C7FF7,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,429,1,1,throw_e,yes,1,1; normal: 0,-,no,137,6756,59,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
B2130E1104B9327BBA84EE390A1F3986,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,430,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5874,15,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
C8E00D2C3187BE5A166E5B537FA4F370,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,431,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4609,54,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
D3EA75055DC8F7B23B2044CDD394A172,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,432,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5035,34,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
D9E05B4556894CA6EDB0D8D2077F16CD,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,433,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5662,146,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
79DD0102937406F99E3EF1F4953A6BBA,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,434,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5154,81,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
164C549CAD7050BB04F317CEA7C9F3E6,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,436,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5183,11,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
4A2ABF2738FDD7F28EEF8AA445513A6C,com/turn/ttorrent/client/SharedTorrent,init,()V,java/lang/InterruptedException,0,437,1,1,throw_e,yes,1,1; normal: 0,-,yes,0,5013,97,113,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
971BA058F538AB6509AB6314A6C32BD1,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,365,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2900,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
512E210B76BF0756671DB1929235D9AB,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,369,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2384,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
D8EF42E936B65732BE5444D7A0659E61,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,370,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2086,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
1013E7266B1EAF0248B5E18C9E33E352,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,371,1,1,throw_e,yes,1,1; normal: 0,-,no,137,1997,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
FA0AB90639F596AD4D3BFF47702C6A59,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,372,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2309,6,11,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
2B3E3AAB7DCF2A55C688A3924FCE1A46,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,374,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2142,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
E538F1CA305E134F386FC1607799C0D8,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,375,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2199,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
3592044A0CB832B018D6CDF6403A8CF5,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,376,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2649,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
90B0FD141D8535F67504977F11BF1800,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,378,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2499,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
5575017071DA95D8E97B5C4EB4BA70B7,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,379,1,1,throw_e,yes,1,1; normal: 0,-,no,137,2178,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
305721D05F70F148C92C5E42D9946B43,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,416,1,1,throw_e,yes,1,1; normal: 0,-,no,137,5497,79,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
F63664411A33466CD5F10C8193FE5EEA,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,417,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3057,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
4116AB91DE693F3A0D5590312524B9E5,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,418,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4686,31,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
120761ABBA4403EF921EDD8D0235A8A8,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,423,1,1,throw_e,yes,1,1; normal: 0,-,no,137,4306,73,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
2765E1A14567EDE023F7E8B91422F9DD,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,427,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3724,13,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
859C56B63A632AB55A1ADB97F6E7752A,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,429,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3868,24,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
02C0DA384CCF2DF441E53D9905E91912,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,430,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3251,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
286BCB21436B2D58B6BEFB05877E3032,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,431,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3106,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
1AF73CF50AAD9780625D26B1F9E8D2C0,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,432,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3872,35,13,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
C172FF5D0231C90F4695FD8DC423D4E7,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,433,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3309,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
A54AC60B4C7581B3F2514CDF4A997091,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,434,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3325,6,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
5BAA1C805D088D4DB927BF1DD6A8C233,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,436,1,1,throw_e,yes,1,1; normal: 0,-,no,137,3027,7,10,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
A6423AAF3865088A1D24C0FBC60ED6C1,com/turn/ttorrent/client/SharedTorrent,init,()V,java/io/IOException,1,437,1,1,throw_e,yes,1,1; normal: 0,-,yes,0,2837,79,120,com/turn/ttorrent/client/Client/run - ()V,1,3,com/turn/ttorrent/client/SharedTorrent/init - ()V
B67E490FCA0D180444926F16C64FE43B,com/turn/ttorrent/client/SharedTorrent,validatePieces,(Ljava/util/List;)V,java/io/IOException,0,458,1,1,throw_e,yes,1,1; normal: 0,-,no,137,1499,6,10,com/turn/ttorrent/client/SharedTorrent/init - ()V,1,4,com/turn/ttorrent/client/SharedTorrent/validatePieces - (Ljava/util/List;)V
977A765272B11970667B6FE7713C4590,com/turn/ttorrent/client/SharedTorrent,validatePieces,(Ljava/util/List;)V,java/io/IOException,0,459,1,1,throw_e,yes,1,1; normal: 0,-,no,137,1632,7,10,com/turn/ttorrent/client/SharedTorrent/init - ()V,1,4,com/turn/ttorrent/client/SharedTorrent/validatePieces - (Ljava/util/List;)V
088F0166E8B61ED1C85EDE50A38272C0,com/turn/ttorrent/client/SharedTorrent,finish,()V,java/io/IOException,0,573,1,1,throw_e,yes,1,1; normal: 0,-,no,137,8144,89,109,com/turn/ttorrent/client/Client/handlePieceCompleted - (Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,1,5,com/turn/ttorrent/client/SharedTorrent/finish - ()V
D3A0B8703A87C1A1D14CB923B354FA0B,com/turn/ttorrent/client/SharedTorrent,finish,()V,java/io/IOException,0,577,1,1,throw_e,yes,1,1; normal: 0,-,no,137,6783,66,113,com/turn/ttorrent/client/Client/handlePieceCompleted - (Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,1,5,com/turn/ttorrent/client/SharedTorrent/finish - ()V
6B3C154C1811403AC5E9C49D9BD755FB,com/turn/ttorrent/client/SharedTorrent,finish,()V,java/io/IOException,0,581,1,1,throw_e,yes,1,1; normal: 0,-,no,137,7250,101,107,com/turn/ttorrent/client/Client/handlePieceCompleted - (Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,1,5,com/turn/ttorrent/client/SharedTorrent/finish - ()V
6FE92ADF25A96A1AA33D64A64EB2D823,com/turn/ttorrent/client/SharedTorrent,finish,()V,java/io/IOException,0,582,1,1,throw_e,yes,1,1; normal: 0,-,yes,137,7431,101,108,com/turn/ttorrent/client/Client/handlePieceCompleted - (Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,1,5,com/turn/ttorrent/client/SharedTorrent/finish - ()V
0ED52FCE2407B9202DE137EF018425ED,com/turn/ttorrent/client/SharedTorrent,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,826,1,1,throw_e,yes,1,1; normal: 1114,-,yes,0,1879,66,117,com/turn/ttorrent/client/peer/SharingPeer/handleMessage - (Lcom/turn/ttorrent/common/protocol/PeerMessage;)V,2,4,com/turn/ttorrent/client/SharedTorrent/handlePieceCompleted - (Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V
0ED52FCE2407B9202DE137EF018425ED,com/turn/ttorrent/client/SharedTorrent,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,826,1,1,throw_e,yes,1,1; normal: 1114,-,yes,0,1879,66,117,com/turn/ttorrent/client/peer/SharingPeer/handleMessage - (Lcom/turn/ttorrent/common/protocol/PeerMessage;)V,2,4,com/turn/ttorrent/client/peer/SharingPeer/firePieceCompleted - (Lcom/turn/ttorrent/client/Piece;)V
