key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode
60388363D15CFD467D5825F62E5ACC58,com/spotify/heroic/ws/JacksonMessageBodyReader,readFrom,(Ljava/lang/Class;Ljava/lang/reflect/Type;[Ljava/lang/annotation/Annotation;Ljavax/ws/rs/core/MediaType;Ljavax/ws/rs/core/MultivaluedMap;Ljava/io/InputStream;)Ljava/lang/Object;,javax/ws/rs/WebApplicationException,1,66,1,1,off
1264D08DD00274C28C322F3F5FBD888B,com/spotify/heroic/ws/JacksonMessageBodyWriter,writeTo,(Ljava/lang/Object;Ljava/lang/Class;Ljava/lang/reflect/Type;[Ljava/lang/annotation/Annotation;Ljavax/ws/rs/core/MediaType;Ljavax/ws/rs/core/MultivaluedMap;Ljava/io/OutputStream;)V,java/io/IOException,0,72,1,1,off
9E19B4FAF627F53AE70C2B61FE21D33F,com/spotify/heroic/ws/JacksonMessageBodyWriter,writeTo,(Ljava/lang/Object;Ljava/lang/Class;Ljava/lang/reflect/Type;[Ljava/lang/annotation/Annotation;Ljavax/ws/rs/core/MediaType;Ljavax/ws/rs/core/MultivaluedMap;Ljava/io/OutputStream;)V,javax/ws/rs/WebApplicationException,1,72,1,1,off
8D3293488C60C7FC787B9DEE35C37883,com/spotify/heroic/http/CorsResponseFilter,filter,(Ljavax/ws/rs/container/ContainerRequestContext;Ljavax/ws/rs/container/ContainerResponseContext;)V,java/io/IOException,0,36,1,1,off
F2461CC2AAAE08AB160B3EBB0BB3995F,com/spotify/heroic/servlet/ShutdownFilter,doFilter,(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,java/io/IOException,0,60,1,1,off
3FF3FAA86960EBD402E41B2B6D04C4BF,com/spotify/heroic/servlet/ShutdownFilter,doFilter,(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;Ljavax/servlet/FilterChain;)V,javax/servlet/ServletException,1,60,1,1,off
5AD14DB2E1282FE2EEE40B2E82D74908,com/spotify/heroic/metric/LocalMetricManager$Group,lambda$protectedQuery$1,(Lcom/spotify/heroic/querylogging/QueryContext;Lcom/spotify/heroic/metric/FullQuery;)Lcom/spotify/heroic/metric/FullQuery;,java/lang/Exception,0,404,1,1,off
D1F9118BBFB6E963D513D0A4387C9806,com/spotify/heroic/metric/LocalMetricManager$Group,lambda$protectedQuery$0,(Lio/opencensus/trace/Span;Lcom/spotify/heroic/metadata/FindSeries;)V,java/lang/Exception,0,400,1,1,off
AEA3291A8045B7E150ACC0E03FD711D5,com/spotify/heroic/metadata/MetadataBackendGroup,lambda$findSeries$2,(Lcom/spotify/heroic/metadata/FindSeries$Request;Lcom/spotify/heroic/metadata/MetadataBackend;)Leu/toolchain/async/AsyncFuture;,java/lang/Exception,0,61,1,1,off
8152AEE9013F17EFFB871AE5E3CB26DD,com/spotify/heroic/common/CoreJavaxRestFramework$1,resolved,(Ljava/lang/Object;)V,java/lang/Exception,0,67,1,1,off
B6232828026469DAAD4CA5CC7BE4D6CE,com/spotify/heroic/cluster/ClusterShard,lambda$apply$5,(Ljava/util/function/BiFunction;Leu/toolchain/async/RetryResult;)Ljava/lang/Object;,java/lang/Exception,0,118,1,1,off
CCA88F63EE5496B0148C6395B340A407,com/spotify/heroic/cluster/ClusterShard,lambda$apply$4,(Ljava/util/List;Ljava/util/function/Function;)Leu/toolchain/async/AsyncFuture;,java/lang/Exception,0,95,1,1,off
4DE3542724EEC49B4FD2D99160E0C68C,com/spotify/heroic/filter/FilterRegistry$FilterJsonDeserializer$Decoder,string,()Ljava/util/Optional;,java/io/IOException,0,300,1,1,off
E5560D429EE1FF7C7EF78DC5BA45E2FE,com/spotify/heroic/aggregation/AggregationOrListDeserializer,deserialize,(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/databind/DeserializationContext;)Lcom/spotify/heroic/aggregation/AggregationOrList;,java/io/IOException,0,41,1,1,off
998C1489A8C4084775E183CB0E30AE9C,com/spotify/heroic/aggregation/AggregationOrListDeserializer,deserialize,(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/databind/DeserializationContext;)Ljava/lang/Object;,java/io/IOException,0,33,1,1,off
F09D1F027CE0EAA2B32153758862C3A1,com/spotify/heroic/aggregation/AggregationOrListDeserializer,deserialize,(Lcom/fasterxml/jackson/core/JsonParser;Lcom/fasterxml/jackson/databind/DeserializationContext;)Ljava/lang/Object;,com/fasterxml/jackson/core/JsonProcessingException,1,33,1,1,off
1CA199E277DD3A33D9A8AA886DD548FB,com/spotify/heroic/CoreQueryManager$Group,lambda$query$8,(Lcom/google/common/base/Stopwatch;Lio/opencensus/trace/Span;Lcom/spotify/heroic/metric/QueryResult;)Lcom/spotify/heroic/metric/QueryResult;,java/lang/Exception,0,333,1,1,off
73D4DC7F5360F731565C71E13096F36C,com/spotify/heroic/CoreQueryManager$Group,lambda$query$6,(Lcom/spotify/heroic/querylogging/QueryContext;Lcom/spotify/heroic/metric/FullQuery;)Lcom/spotify/heroic/metric/FullQuery;,java/lang/Exception,0,311,1,1,off
D1E4E6D0E7686CB89FE4BAA8973C3B99,com/spotify/heroic/metric/FullQuery,lambda$trace$2,(Lcom/spotify/heroic/metric/QueryTrace$NamedWatch;Lcom/spotify/heroic/metric/FullQuery;)Lcom/spotify/heroic/metric/FullQuery;,java/lang/Exception,0,120,1,1,off
C519B7749A711CBAAFA993028E9E136D,com/spotify/heroic/metric/LocalMetricManager$Group$Transform,transform,(Lcom/spotify/heroic/metadata/FindSeries;)Leu/toolchain/async/AsyncFuture;,java/lang/Exception,0,235,1,1,off
C856347EAE594550C9829FE568409D6F,com/spotify/heroic/metric/LocalMetricManager$Group$Transform,transform,(Ljava/lang/Object;)Leu/toolchain/async/AsyncFuture;,java/lang/Exception,0,186,1,1,off
BF036640A4FAB85617975E359C0475B2,com/spotify/heroic/metric/LocalMetricManager$Group$Transform,lambda$transform$4,(Lcom/spotify/heroic/metric/MetricBackend;Lcom/spotify/heroic/common/Series;Lcom/spotify/heroic/metric/LocalMetricManager$ResultCollector;Lio/opencensus/trace/Span;)Leu/toolchain/async/AsyncFuture;,java/lang/Exception,0,319,1,1,off
A97850866C23F1AC15B59202F53AF82A,com/spotify/heroic/metric/LocalMetricManager$ResultCollector,resolved,(Lcom/spotify/heroic/metric/FetchData$Result;)V,java/lang/Exception,0,573,1,1,off
EC4418B34D33451DEEA63E97265E4340,com/spotify/heroic/metric/LocalMetricManager$ResultCollector,end,(III)Lcom/spotify/heroic/metric/FullQuery;,java/lang/Exception,0,617,1,1,off
849A1DFF0FEE331F8A80F58D6C208243,com/spotify/heroic/metric/LocalMetricManager$ResultCollector,end,(III)Ljava/lang/Object;,java/lang/Exception,0,536,1,1,off
68E70244937FEEE7605E96419025B23C,com/spotify/heroic/metric/LocalMetricManager$ResultCollector,resolved,(Ljava/lang/Object;)V,java/lang/Exception,0,536,1,1,off
C1D414B971BC057A0895CF34228A35FF,com/spotify/heroic/tracing/EndSpanFutureReporter,resolved,(Ljava/lang/Object;)V,java/lang/Exception,0,48,1,1,off
BCAEAE97EA26771819732F463E1923F6,com/spotify/heroic/metric/QueryMetricsResponseSerializer,serialize,(Lcom/spotify/heroic/metric/QueryMetricsResponse;Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/databind/SerializerProvider;)V,java/io/IOException,0,44,1,1,off
D69FABBAD842A40B9794AAA5A6895216,com/spotify/heroic/metric/QueryMetricsResponseSerializer,serializeCommonTags,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/Map;)V,java/io/IOException,0,80,1,1,off
421923FDE707D5D7E9CAC63F4C90DE85,com/spotify/heroic/metric/QueryMetricsResponseSerializer,serializeErrors,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/List;)V,java/io/IOException,0,99,1,1,off
64E89C4977051A6730FF5C882E48A1EA,com/spotify/heroic/metric/QueryMetricsResponseSerializer,serializeResult,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/List;)V,java/io/IOException,0,157,1,1,off
07674A3819E0719A1173CEC5DFFFF994,com/spotify/heroic/metric/QueryMetricsResponseSerializer,writeKey,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/SortedSet;)V,java/io/IOException,0,186,1,1,off
2FD255557F73D734BDAC487827516463,com/spotify/heroic/metric/QueryMetricsResponseSerializer,writeTags,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/Map;)V,java/io/IOException,0,198,1,1,off
5A964A7370E53688A02EF8CEFB373CEE,com/spotify/heroic/metric/QueryMetricsResponseSerializer,writeTagCounts,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/Map;)V,java/io/IOException,0,217,1,1,off
C17E3194A9FA0E70D2D7CAF6CC2B6219,com/spotify/heroic/metric/QueryMetricsResponseSerializer,writeResourceCounts,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/Map;)V,java/io/IOException,0,236,1,1,off
ECFB38D320648C76429833FFFEDE0D49,com/spotify/heroic/metric/QueryMetricsResponseSerializer,writeResource,(Lcom/fasterxml/jackson/core/JsonGenerator;Ljava/util/Map;)V,java/io/IOException,0,256,1,1,off
809CB8AC7BD9657284F40EC9FC5AD8F9,com/spotify/heroic/metric/QueryMetricsResponseSerializer,serialize,(Ljava/lang/Object;Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/databind/SerializerProvider;)V,java/io/IOException,0,39,1,1,off
5FEC00F305FAF543A0F77E2E113CDBF3,com/spotify/heroic/metric/QueryTrace$Serializer,serialize,(Lcom/spotify/heroic/metric/QueryTrace;Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/databind/SerializerProvider;)V,java/io/IOException,0,600,1,1,off
BDFB060FD93F57C4699389A0B9119383,com/spotify/heroic/metric/QueryTrace$Serializer,serialize,(Ljava/lang/Object;Lcom/fasterxml/jackson/core/JsonGenerator;Lcom/fasterxml/jackson/databind/SerializerProvider;)V,java/io/IOException,0,595,1,1,off
